obf-class	obf-method	obf-signature	cb-method	cb-signature
fh	a	(Ljava/io/DataInputStream;)V	a	(Ljava/io/DataInputStream;)V
fh	a	(Ljava/io/DataOutputStream;)V	a	(Ljava/io/DataOutputStream;)V
fh	a	(Leh;)V	handle	(Lnet/minecraft/server/NetHandler;)V
fh	a	()I	a	()I
fi	fi	()V	net.minecraft.server.Packet54PlayNoteBlock	()V
fi	fi	(IIIIII)V	net.minecraft.server.Packet54PlayNoteBlock	(IIIIII)V
fi	a	(Ljava/io/DataInputStream;)V	a	(Ljava/io/DataInputStream;)V
fi	a	(Ljava/io/DataOutputStream;)V	a	(Ljava/io/DataOutputStream;)V
fi	a	(Leh;)V	handle	(Lnet/minecraft/server/NetHandler;)V
fi	a	()I	a	()I
fj	fj	()V	net.minecraft.server.Packet53BlockChange	()V
fj	fj	(IIILxv;)V	net.minecraft.server.Packet53BlockChange	(IIILnet/minecraft/server/World;)V
fj	a	(Ljava/io/DataInputStream;)V	a	(Ljava/io/DataInputStream;)V
fj	a	(Ljava/io/DataOutputStream;)V	a	(Ljava/io/DataOutputStream;)V
fj	a	(Leh;)V	handle	(Lnet/minecraft/server/NetHandler;)V
fj	a	()I	a	()I
fk	fk	()V	net.minecraft.server.Packet41MobEffect	()V
fk	fk	(ILlm;)V	net.minecraft.server.Packet41MobEffect	(ILnet/minecraft/server/MobEffect;)V
fk	a	(Ljava/io/DataInputStream;)V	a	(Ljava/io/DataInputStream;)V
fk	a	(Ljava/io/DataOutputStream;)V	a	(Ljava/io/DataOutputStream;)V
fk	a	(Leh;)V	handle	(Lnet/minecraft/server/NetHandler;)V
fk	a	()I	a	()I
fk	e	()Z	e	()Z
fk	a	(Leg;)Z	a	(Lnet/minecraft/server/Packet;)Z
fl	fl	()V	net.minecraft.server.Packet15Place	()V
fl	a	(Ljava/io/DataInputStream;)V	a	(Ljava/io/DataInputStream;)V
fl	a	(Ljava/io/DataOutputStream;)V	a	(Ljava/io/DataOutputStream;)V
fl	a	(Leh;)V	handle	(Lnet/minecraft/server/NetHandler;)V
fl	a	()I	a	()I
fl	d	()I	d	()I
fl	f	()I	f	()I
fl	g	()I	g	()I
fl	h	()I	getFace	()I
fl	i	()Lum;	getItemStack	()Lnet/minecraft/server/ItemStack;
fl	j	()F	j	()F
fl	l	()F	l	()F
fl	m	()F	m	()F
fm	fm	()V	net.minecraft.server.DispenseBehaviorProjectile	()V
fm	b	(Lax;Lum;)Lum;	b	(Lnet/minecraft/server/ISourceBlock;Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/ItemStack;
fm	a	(Lax;)V	a	(Lnet/minecraft/server/ISourceBlock;)V
fm	a	(Lxv;Lbg;)Lre;	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/IPosition;)Lnet/minecraft/server/IProjectile;
fm	a	()F	a	()F
fm	b	()F	b	()F
fn	fn	(Ljava/lang/String;)V	net.minecraft.server.BanEntry	(Ljava/lang/String;)V
fn	a	()Ljava/lang/String;	getName	()Ljava/lang/String;
fn	b	()Ljava/util/Date;	getCreated	()Ljava/util/Date;
fn	a	(Ljava/util/Date;)V	setCreated	(Ljava/util/Date;)V
fn	c	()Ljava/lang/String;	getSource	()Ljava/lang/String;
fn	a	(Ljava/lang/String;)V	setSource	(Ljava/lang/String;)V
fn	d	()Ljava/util/Date;	getExpires	()Ljava/util/Date;
fn	b	(Ljava/util/Date;)V	setExpires	(Ljava/util/Date;)V
fn	e	()Z	hasExpired	()Z
fn	f	()Ljava/lang/String;	getReason	()Ljava/lang/String;
fn	b	(Ljava/lang/String;)V	setReason	(Ljava/lang/String;)V
fn	g	()Ljava/lang/String;	g	()Ljava/lang/String;
fn	c	(Ljava/lang/String;)Lfn;	c	(Ljava/lang/String;)Lnet/minecraft/server/BanEntry;
fn	{}	()V	{}	()V
fo	fo	(Ljava/io/File;)V	net.minecraft.server.BanList	(Ljava/io/File;)V
fo	b	()Z	isEnabled	()Z
fo	a	(Z)V	setEnabled	(Z)V
fo	c	()Ljava/util/Map;	getEntries	()Ljava/util/Map;
fo	a	(Ljava/lang/String;)Z	isBanned	(Ljava/lang/String;)Z
fo	a	(Lfn;)V	add	(Lnet/minecraft/server/BanEntry;)V
fo	b	(Ljava/lang/String;)V	remove	(Ljava/lang/String;)V
fo	d	()V	removeExpired	()V
fo	e	()V	load	()V
fo	f	()V	save	()V
fo	b	(Z)V	save	(Z)V
fp	fp	(Ljava/lang/String;Laa;)V	net.minecraft.server.ServerCommand	(Ljava/lang/String;Lnet/minecraft/server/ICommandListener;)V
fr	a	()V	init	()V
fr	{}	()V	{}	()V
fs	fs	()V	net.minecraft.server.ConsoleLogFormatter	()V
fs	format	(Ljava/util/logging/LogRecord;)Ljava/lang/String;	format	(Ljava/util/logging/LogRecord;)Ljava/lang/String;
ft	ft	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorArrow	(Lnet/minecraft/server/MinecraftServer;)V
ft	a	(Lxv;Lbg;)Lre;	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/IPosition;)Lnet/minecraft/server/IProjectile;
fu	fu	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorFilledBucket	(Lnet/minecraft/server/MinecraftServer;)V
fu	b	(Lax;Lum;)Lum;	b	(Lnet/minecraft/server/ISourceBlock;Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/ItemStack;
fv	fv	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorEmptyBucket	(Lnet/minecraft/server/MinecraftServer;)V
fv	b	(Lax;Lum;)Lum;	b	(Lnet/minecraft/server/ISourceBlock;Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/ItemStack;
fw	fw	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.ConvertProgressUpdater	(Lnet/minecraft/server/MinecraftServer;)V
fw	a	(Ljava/lang/String;)V	a	(Ljava/lang/String;)V
fw	a	(I)V	a	(I)V
fw	c	(Ljava/lang/String;)V	c	(Ljava/lang/String;)V
fx	fx	(Lho;)V	net.minecraft.server.ThreadShutdown	(Lnet/minecraft/server/DedicatedServer;)V
fx	run	()V	run	()V
fy	fy	(Lnet/minecraft/server/MinecraftServer;Ljava/lang/String;)V	net.minecraft.server.ThreadServerApplication	(Lnet/minecraft/server/MinecraftServer;Ljava/lang/String;)V
fy	run	()V	run	()V
fz	fz	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.CrashReportModded	(Lnet/minecraft/server/DedicatedServer;)V
fz	a	()Ljava/lang/String;	a	()Ljava/lang/String;
fz	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
g	g	(La;)V	net.minecraft.server.CrashReportJVMFlags	(Lnet/minecraft/server/CrashReport;)V
g	a	()Ljava/lang/String;	a	()Ljava/lang/String;
g	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
ga	ga	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.CrashReportProfilerPosition	(Lnet/minecraft/server/MinecraftServer;)V
ga	a	()Ljava/lang/String;	a	()Ljava/lang/String;
ga	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
gb	gb	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.CrashReportVec3DPoolSize	(Lnet/minecraft/server/MinecraftServer;)V
gb	a	()Ljava/lang/String;	a	()Ljava/lang/String;
gb	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
gc	gc	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorEgg	(Lnet/minecraft/server/MinecraftServer;)V
gc	a	(Lxv;Lbg;)Lre;	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/IPosition;)Lnet/minecraft/server/IProjectile;
gd	gd	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorSnowBall	(Lnet/minecraft/server/MinecraftServer;)V
gd	a	(Lxv;Lbg;)Lre;	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/IPosition;)Lnet/minecraft/server/IProjectile;
ge	ge	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorExpBottle	(Lnet/minecraft/server/MinecraftServer;)V
ge	a	(Lxv;Lbg;)Lre;	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/IPosition;)Lnet/minecraft/server/IProjectile;
ge	a	()F	a	()F
ge	b	()F	b	()F
gf	gf	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorPotion	(Lnet/minecraft/server/MinecraftServer;)V
gf	a	(Lax;Lum;)Lum;	a	(Lnet/minecraft/server/ISourceBlock;Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/ItemStack;
gg	gg	(Lgf;Lum;)V	net.minecraft.server.DispenseBehaviorThrownPotion	(Lnet/minecraft/server/DispenseBehaviorPotion;Lnet/minecraft/server/ItemStack;)V
gg	a	(Lxv;Lbg;)Lre;	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/IPosition;)Lnet/minecraft/server/IProjectile;
gg	a	()F	a	()F
gg	b	()F	b	()F
gh	gh	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorMonsterEgg	(Lnet/minecraft/server/MinecraftServer;)V
gh	b	(Lax;Lum;)Lum;	b	(Lnet/minecraft/server/ISourceBlock;Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/ItemStack;
gh	a	(Lax;)V	a	(Lnet/minecraft/server/ISourceBlock;)V
gi	gi	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorFireball	(Lnet/minecraft/server/MinecraftServer;)V
gi	b	(Lax;Lum;)Lum;	b	(Lnet/minecraft/server/ISourceBlock;Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/ItemStack;
gi	a	(Lax;)V	a	(Lnet/minecraft/server/ISourceBlock;)V
gj	gj	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorMinecart	(Lnet/minecraft/server/MinecraftServer;)V
gj	b	(Lax;Lum;)Lum;	b	(Lnet/minecraft/server/ISourceBlock;Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/ItemStack;
gj	a	(Lax;)V	a	(Lnet/minecraft/server/ISourceBlock;)V
gk	gk	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.DispenseBehaviorBoat	(Lnet/minecraft/server/MinecraftServer;)V
gk	b	(Lax;Lum;)Lum;	b	(Lnet/minecraft/server/ISourceBlock;Lnet/minecraft/server/ItemStack;)Lnet/minecraft/server/ItemStack;
gk	a	(Lax;)V	a	(Lnet/minecraft/server/ISourceBlock;)V
gl	gl	(Ls;)V	net.minecraft.server.PlayerDistanceComparator	(Lnet/minecraft/server/ChunkCoordinates;)V
gl	a	(Liq;Liq;)I	a	(Lnet/minecraft/server/EntityPlayer;Lnet/minecraft/server/EntityPlayer;)I
gl	compare	(Ljava/lang/Object;Ljava/lang/Object;)I	compare	(Ljava/lang/Object;Ljava/lang/Object;)I
gm	gm	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.ServerConfigurationManagerAbstract	(Lnet/minecraft/server/MinecraftServer;)V
gm	a	(Lce;Liq;)V	a	(Lnet/minecraft/server/INetworkManager;Lnet/minecraft/server/EntityPlayer;)V
gm	a	([Lin;)V	setPlayerFileData	([Lnet/minecraft/server/WorldServer;)V
gm	a	(Liq;Lin;)V	a	(Lnet/minecraft/server/EntityPlayer;Lnet/minecraft/server/WorldServer;)V
gm	a	()I	a	()I
gm	a	(Liq;)V	a	(Lnet/minecraft/server/EntityPlayer;)V
gm	b	(Liq;)V	b	(Lnet/minecraft/server/EntityPlayer;)V
gm	c	(Liq;)V	c	(Lnet/minecraft/server/EntityPlayer;)V
gm	d	(Liq;)V	d	(Lnet/minecraft/server/EntityPlayer;)V
gm	e	(Liq;)V	disconnect	(Lnet/minecraft/server/EntityPlayer;)V
gm	a	(Ljava/net/SocketAddress;Ljava/lang/String;)Ljava/lang/String;	attemptLogin	(Ljava/net/SocketAddress;Ljava/lang/String;)Ljava/lang/String;
gm	a	(Ljava/lang/String;)Liq;	processLogin	(Ljava/lang/String;)Lnet/minecraft/server/EntityPlayer;
gm	a	(Liq;IZ)Liq;	moveToWorld	(Lnet/minecraft/server/EntityPlayer;IZ)Lnet/minecraft/server/EntityPlayer;
gm	a	(Liq;I)V	changeDimension	(Lnet/minecraft/server/EntityPlayer;I)V
gm	a	(Llq;ILin;Lin;)V	a	(Lnet/minecraft/server/Entity;ILnet/minecraft/server/WorldServer;Lnet/minecraft/server/WorldServer;)V
gm	b	()V	tick	()V
gm	a	(Leg;)V	sendAll	(Lnet/minecraft/server/Packet;)V
gm	a	(Leg;I)V	a	(Lnet/minecraft/server/Packet;I)V
gm	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gm	d	()[Ljava/lang/String;	d	()[Ljava/lang/String;
gm	e	()Lfo;	getNameBans	()Lnet/minecraft/server/BanList;
gm	f	()Lfo;	getIPBans	()Lnet/minecraft/server/BanList;
gm	b	(Ljava/lang/String;)V	addOp	(Ljava/lang/String;)V
gm	c	(Ljava/lang/String;)V	removeOp	(Ljava/lang/String;)V
gm	d	(Ljava/lang/String;)Z	isWhitelisted	(Ljava/lang/String;)Z
gm	e	(Ljava/lang/String;)Z	isOp	(Ljava/lang/String;)Z
gm	f	(Ljava/lang/String;)Liq;	f	(Ljava/lang/String;)Lnet/minecraft/server/EntityPlayer;
gm	a	(Ls;IIIIII)Ljava/util/List;	a	(Lnet/minecraft/server/ChunkCoordinates;IIIIII)Ljava/util/List;
gm	a	(DDDDILeg;)V	sendPacketNearby	(DDDDILnet/minecraft/server/Packet;)V
gm	a	(Lqx;DDDDILeg;)V	sendPacketNearby	(Lnet/minecraft/server/EntityHuman;DDDDILnet/minecraft/server/Packet;)V
gm	g	()V	savePlayers	()V
gm	h	(Ljava/lang/String;)V	addWhitelist	(Ljava/lang/String;)V
gm	i	(Ljava/lang/String;)V	removeWhitelist	(Ljava/lang/String;)V
gm	h	()Ljava/util/Set;	getWhitelisted	()Ljava/util/Set;
gm	i	()Ljava/util/Set;	getOPs	()Ljava/util/Set;
gm	j	()V	reloadWhitelist	()V
gm	b	(Liq;Lin;)V	b	(Lnet/minecraft/server/EntityPlayer;Lnet/minecraft/server/WorldServer;)V
gm	f	(Liq;)V	updateClient	(Lnet/minecraft/server/EntityPlayer;)V
gm	k	()I	getPlayerCount	()I
gm	l	()I	getMaxPlayers	()I
gm	m	()[Ljava/lang/String;	getSeenPlayers	()[Ljava/lang/String;
gm	n	()Z	getHasWhitelist	()Z
gm	a	(Z)V	setHasWhitelist	(Z)V
gm	j	(Ljava/lang/String;)Ljava/util/List;	j	(Ljava/lang/String;)Ljava/util/List;
gm	o	()I	o	()I
gm	p	()Lnet/minecraft/server/MinecraftServer;	getServer	()Lnet/minecraft/server/MinecraftServer;
gm	q	()Lbq;	q	()Lnet/minecraft/server/NBTTagCompound;
gm	a	(Liq;Liq;Lxv;)V	a	(Lnet/minecraft/server/EntityPlayer;Lnet/minecraft/server/EntityPlayer;Lnet/minecraft/server/World;)V
gm	r	()V	r	()V
gm	{}	()V	{}	()V
gn	a	(Ljava/lang/String;I)I	a	(Ljava/lang/String;I)I
gn	a	(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;	a	(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;
gn	a	(Ljava/lang/String;Ljava/lang/Object;)V	a	(Ljava/lang/String;Ljava/lang/Object;)V
gn	a	()V	a	()V
gn	b_	()Ljava/lang/String;	b_	()Ljava/lang/String;
gn	u	()Ljava/lang/String;	u	()Ljava/lang/String;
gn	v	()I	v	()I
gn	w	()Ljava/lang/String;	w	()Ljava/lang/String;
gn	x	()Ljava/lang/String;	getVersion	()Ljava/lang/String;
gn	y	()I	y	()I
gn	z	()I	z	()I
gn	A	()[Ljava/lang/String;	getPlayers	()[Ljava/lang/String;
gn	J	()Ljava/lang/String;	J	()Ljava/lang/String;
gn	B	()Ljava/lang/String;	getPlugins	()Ljava/lang/String;
gn	h	(Ljava/lang/String;)Ljava/lang/String;	h	(Ljava/lang/String;)Ljava/lang/String;
gn	C	()Z	isDebugging	()Z
gn	f	(Ljava/lang/String;)V	info	(Ljava/lang/String;)V
gn	g	(Ljava/lang/String;)V	warning	(Ljava/lang/String;)V
gn	i	(Ljava/lang/String;)V	i	(Ljava/lang/String;)V
gn	j	(Ljava/lang/String;)V	j	(Ljava/lang/String;)V
go	go	(Ljava/io/File;)V	net.minecraft.server.PropertyManager	(Ljava/io/File;)V
go	a	()V	a	()V
go	b	()V	savePropertiesFile	()V
go	c	()Ljava/io/File;	c	()Ljava/io/File;
go	a	(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;	getString	(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;
go	a	(Ljava/lang/String;I)I	getInt	(Ljava/lang/String;I)I
go	a	(Ljava/lang/String;Z)Z	getBoolean	(Ljava/lang/String;Z)Z
go	a	(Ljava/lang/String;Ljava/lang/Object;)V	a	(Ljava/lang/String;Ljava/lang/Object;)V
go	{}	()V	{}	()V
gp	a	()V	a	()V
gq	gq	()V	net.minecraft.server.CommandBanIp	()V
gq	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gq	a	()I	a	()I
gq	b	(Laa;)Z	b	(Lnet/minecraft/server/ICommandListener;)Z
gq	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
gq	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
gq	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
gq	a	(Laa;Ljava/lang/String;Ljava/lang/String;)V	a	(Lnet/minecraft/server/ICommandListener;Ljava/lang/String;Ljava/lang/String;)V
gq	{}	()V	{}	()V
gr	gr	()V	net.minecraft.server.CommandBan	()V
gr	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gr	a	()I	a	()I
gr	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
gr	b	(Laa;)Z	b	(Lnet/minecraft/server/ICommandListener;)Z
gr	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
gr	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
gs	gs	()V	net.minecraft.server.CommandSay	()V
gs	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gs	a	()I	a	()I
gs	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
gs	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
gs	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
gt	gt	()V	net.minecraft.server.CommandClear	()V
gt	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gt	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
gt	a	()I	a	()I
gt	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
gt	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
gt	d	()[Ljava/lang/String;	d	()[Ljava/lang/String;
gt	a	(I)Z	a	(I)Z
gu	gu	()V	net.minecraft.server.CommandDeop	()V
gu	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gu	a	()I	a	()I
gu	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
gu	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
gu	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
gv	gv	()V	net.minecraft.server.CommandDebug	()V
gv	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gv	a	()I	a	()I
gv	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
gv	a	(JI)V	a	(JI)V
gv	b	(JI)Ljava/lang/String;	b	(JI)Ljava/lang/String;
gv	a	(ILjava/lang/String;Ljava/lang/StringBuilder;)V	a	(ILjava/lang/String;Ljava/lang/StringBuilder;)V
gv	d	()Ljava/lang/String;	d	()Ljava/lang/String;
gv	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
gw	gw	()V	net.minecraft.server.CommandMe	()V
gw	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gw	a	()I	a	()I
gw	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
gw	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
gw	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
gx	gx	()V	net.minecraft.server.CommandKick	()V
gx	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gx	a	()I	a	()I
gx	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
gx	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
gx	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
gy	gy	()V	net.minecraft.server.CommandBanList	()V
gy	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gy	a	()I	a	()I
gy	b	(Laa;)Z	b	(Lnet/minecraft/server/ICommandListener;)Z
gy	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
gy	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
gy	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
gz	gz	()V	net.minecraft.server.CommandList	()V
gz	c	()Ljava/lang/String;	c	()Ljava/lang/String;
gz	a	()I	a	()I
gz	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
h	h	(La;)V	net.minecraft.server.CrashReportAABBPoolSize	(Lnet/minecraft/server/CrashReport;)V
h	a	()Ljava/lang/String;	a	()Ljava/lang/String;
h	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
ha	ha	()V	net.minecraft.server.CommandTell	()V
ha	b	()Ljava/util/List;	b	()Ljava/util/List;
ha	c	()Ljava/lang/String;	c	()Ljava/lang/String;
ha	a	()I	a	()I
ha	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
ha	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
ha	a	(I)Z	a	(I)Z
hb	hb	()V	net.minecraft.server.CommandOp	()V
hb	c	()Ljava/lang/String;	c	()Ljava/lang/String;
hb	a	()I	a	()I
hb	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
hb	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hb	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
hc	hc	()V	net.minecraft.server.CommandPardonIP	()V
hc	c	()Ljava/lang/String;	c	()Ljava/lang/String;
hc	a	()I	a	()I
hc	b	(Laa;)Z	b	(Lnet/minecraft/server/ICommandListener;)Z
hc	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
hc	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hc	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
hd	hd	()V	net.minecraft.server.CommandPardon	()V
hd	c	()Ljava/lang/String;	c	()Ljava/lang/String;
hd	a	()I	a	()I
hd	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
hd	b	(Laa;)Z	b	(Lnet/minecraft/server/ICommandListener;)Z
hd	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hd	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
he	he	()V	net.minecraft.server.CommandPublish	()V
he	c	()Ljava/lang/String;	c	()Ljava/lang/String;
he	a	()I	a	()I
he	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hf	hf	()V	net.minecraft.server.CommandSaveAll	()V
hf	c	()Ljava/lang/String;	c	()Ljava/lang/String;
hf	a	()I	a	()I
hf	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hg	hg	()V	net.minecraft.server.CommandSaveOff	()V
hg	c	()Ljava/lang/String;	c	()Ljava/lang/String;
hg	a	()I	a	()I
hg	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hh	hh	()V	net.minecraft.server.CommandSaveOn	()V
hh	c	()Ljava/lang/String;	c	()Ljava/lang/String;
hh	a	()I	a	()I
hh	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hi	hi	()V	net.minecraft.server.CommandDispatcher	()V
hi	a	(Laa;ILjava/lang/String;[Ljava/lang/Object;)V	a	(Lnet/minecraft/server/ICommandListener;ILjava/lang/String;[Ljava/lang/Object;)V
hj	hj	()V	net.minecraft.server.CommandSpawnpoint	()V
hj	c	()Ljava/lang/String;	c	()Ljava/lang/String;
hj	a	()I	a	()I
hj	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
hj	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hj	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
hj	a	(I)Z	a	(I)Z
hk	hk	()V	net.minecraft.server.CommandStop	()V
hk	c	()Ljava/lang/String;	c	()Ljava/lang/String;
hk	a	()I	a	()I
hk	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hl	hl	()V	net.minecraft.server.CommandTp	()V
hl	c	()Ljava/lang/String;	c	()Ljava/lang/String;
hl	a	()I	a	()I
hl	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
